Make,Model,Year,QIRRate,DefectRate,Composite score,Filter,Make and model,,Unique makes,Unique models
Toyota,Tundra,2007,95,17,0.797916667,TRUE,Toyota Tundra,,,
Toyota,Tundra,2011,95,17,0.797916667,TRUE,Toyota Tundra,,,
Toyota,Tundra,2015,95,17,0.797916667,TRUE,Toyota Tundra,,,
Toyota,Yaris,2007,95,17,0.797916667,TRUE,Toyota Yaris,,,
Toyota,Yaris,2008,95,17,0.797916667,TRUE,Toyota Yaris,,,
Toyota,Yaris,2009,95,17,0.797916667,TRUE,Toyota Yaris,,,
Toyota,Yaris,2010,95,17,0.797916667,TRUE,Toyota Yaris,,,
Toyota,Yaris,2011,95,17,0.797916667,TRUE,Toyota Yaris,,,
Honda,Accord,2014,97,18,0.7975,TRUE,Honda Accord,,,
Honda,CR-V,2011,97,18,0.7975,TRUE,Honda CR-V,,,
Mazda,Mazda3,2013,97,18,0.7975,TRUE,Mazda Mazda3,,,
Toyota,4Runner,2004,97,18,0.7975,TRUE,Toyota 4Runner,,,
Toyota,4Runner,2005,97,18,0.7975,TRUE,Toyota 4Runner,,,
Toyota,4Runner,2011,97,18,0.7975,TRUE,Toyota 4Runner,,,
Toyota,4Runner,2014,97,18,0.7975,TRUE,Toyota 4Runner,,,
Toyota,Sequoia,2012,97,18,0.7975,TRUE,Toyota Sequoia,,,
Toyota,Sequoia,2013,97,18,0.7975,TRUE,Toyota Sequoia,,,
Toyota,Sequoia,2014,97,18,0.7975,TRUE,Toyota Sequoia,,,
Chevrolet,Corvette,2012,88,14,0.794166667,TRUE,Chevrolet Corvette,,,
Honda,Accord,2008,88,14,0.794166667,TRUE,Honda Accord,,,
Honda,Odyssey,2010,88,14,0.794166667,TRUE,Honda Odyssey,,,
Jeep,Wrangler,2003,94,17,0.792916667,TRUE,Jeep Wrangler,,,
Toyota,Camry,2004,94,17,0.792916667,TRUE,Toyota Camry,,,
Audi,Q7,2013,96,18,0.7925,TRUE,Audi Q7,,,
BMW,Z4,2005,96,18,0.7925,TRUE,BMW Z4,,,
Honda,Accord,2011,96,18,0.7925,TRUE,Honda Accord,,,
Toyota,Avalon,2003,96,18,0.7925,TRUE,Toyota Avalon,,,
Toyota,Avalon,2004,96,18,0.7925,TRUE,Toyota Avalon,,,
Toyota,Avalon,2005,96,18,0.7925,TRUE,Toyota Avalon,,,
Toyota,Highlander,2012,96,18,0.7925,TRUE,Toyota Highlander,,,
Cadillac,Escalade,2014,98,19,0.792083333,TRUE,Cadillac Escalade,,,
Chevrolet,Corvette,2004,98,19,0.792083333,TRUE,Chevrolet Corvette,,,
Toyota,Prius,2013,98,19,0.792083333,TRUE,Toyota Prius,,,
Toyota,Prius,2014,98,19,0.792083333,TRUE,Toyota Prius,,,
Acura,Legend,2009,,10,0.791666667,TRUE,Acura Legend,,,
Acura,Legend,2010,,10,0.791666667,TRUE,Acura Legend,,,
Acura,Legend,2011,,10,0.791666667,TRUE,Acura Legend,,,
Acura,Legend,2012,,10,0.791666667,TRUE,Acura Legend,,,
Acura,Legend,2013,,10,0.791666667,TRUE,Acura Legend,,,
Acura,MDX,2018,,10,0.791666667,TRUE,Acura MDX,,,
Acura,RDX,2018,,10,0.791666667,TRUE,Acura RDX,,,
Acura,SLX,2011,,10,0.791666667,TRUE,Acura SLX,,,
Acura,SLX,2012,,10,0.791666667,TRUE,Acura SLX,,,
Acura,SLX,2013,,10,0.791666667,TRUE,Acura SLX,,,
Acura,ZDX,2008,,10,0.791666667,TRUE,Acura ZDX,,,
Audi,A7,2012,,10,0.791666667,TRUE,Audi A7,,,
Audi,R8,2007,,10,0.791666667,TRUE,Audi R8,,,
BMW,3_Series,2018,,10,0.791666667,TRUE,BMW 3_Series,,,
BMW,M5,2019,,10,0.791666667,TRUE,BMW M5,,,
BMW,X1,2007,,10,0.791666667,TRUE,BMW X1,,,
Buick,Enclave,2018,,10,0.791666667,TRUE,Buick Enclave,,,
Kia,Optima,2019,,10,0.791666667,TRUE,Kia Optima,,,
Lincoln,MKX,2018,,10,0.791666667,TRUE,Lincoln MKX,,,
Mazda,Mazda5,2018,,10,0.791666667,TRUE,Mazda Mazda5,,,
Volvo,S80,2018,,10,0.791666667,TRUE,Volvo S80,,,
Volvo,V90,2012,,10,0.791666667,TRUE,Volvo V90,,,
Volvo,XC60,2018,,10,0.791666667,TRUE,Volvo XC60,,,
Chevrolet,Tahoe,2002,85,13,0.789583333,TRUE,Chevrolet Tahoe,,,
Honda,Accord,2007,87,14,0.789166667,TRUE,Honda Accord,,,
Chevrolet,Corvette,2005,95,18,0.7875,TRUE,Chevrolet Corvette,,,
Chevrolet,Tahoe,2012,95,18,0.7875,TRUE,Chevrolet Tahoe,,,
Nissan,Xterra,2012,95,18,0.7875,TRUE,Nissan Xterra,,,
Nissan,Xterra,2014,95,18,0.7875,TRUE,Nissan Xterra,,,
Toyota,Sequoia,2005,95,18,0.7875,TRUE,Toyota Sequoia,,,
Toyota,Tacoma,2012,95,18,0.7875,TRUE,Toyota Tacoma,,,
Toyota,Tundra,2005,95,18,0.7875,TRUE,Toyota Tundra,,,
Toyota,Tundra,2012,95,18,0.7875,TRUE,Toyota Tundra,,,
Toyota,Yaris,2012,95,18,0.7875,TRUE,Toyota Yaris,,,
Honda,Accord,2013,97,19,0.787083333,TRUE,Honda Accord,,,
Toyota,4Runner,2012,97,19,0.787083333,TRUE,Toyota 4Runner,,,
Toyota,4Runner,2013,97,19,0.787083333,TRUE,Toyota 4Runner,,,
Ford,Mustang,2010,82,12,0.785,TRUE,Ford Mustang,,,
Ford,Mustang,2011,82,12,0.785,TRUE,Ford Mustang,,,
Acura,TL,2009,88,15,0.78375,TRUE,Acura TL,,,
Audi,A5,2011,90,16,0.783333333,TRUE,Audi A5,,,
Audi,A6,2014,90,16,0.783333333,TRUE,Audi A6,,,
Chevrolet,Tahoe,2010,90,16,0.783333333,TRUE,Chevrolet Tahoe,,,
Ford,Mustang,2008,90,16,0.783333333,TRUE,Ford Mustang,,,
Lincoln,MKX,2011,90,16,0.783333333,TRUE,Lincoln MKX,,,
Toyota,Tundra,2001,90,16,0.783333333,TRUE,Toyota Tundra,,,
Volvo,XC60,2010,90,16,0.783333333,TRUE,Volvo XC60,,,
Toyota,Corolla,2006,92,17,0.782916667,TRUE,Toyota Corolla,,,
Toyota,Corolla,2007,92,17,0.782916667,TRUE,Toyota Corolla,,,
Toyota,Highlander,2005,94,18,0.7825,TRUE,Toyota Highlander,,,
Honda,Accord,2012,96,19,0.782083333,TRUE,Honda Accord,,,
Lincoln,MKX,2013,96,19,0.782083333,TRUE,Lincoln MKX,,,
Toyota,Highlander,2013,96,19,0.782083333,TRUE,Toyota Highlander,,,
Toyota,Highlander,2014,96,19,0.782083333,TRUE,Toyota Highlander,,,
BMW,Z4,2003,98,20,0.781666667,TRUE,BMW Z4,,,
Chevrolet,Corvette,2003,98,20,0.781666667,TRUE,Chevrolet Corvette,,,
Chevrolet,Tahoe,2004,83,13,0.779583333,TRUE,Chevrolet Tahoe,,,
Chevrolet,Tahoe,2005,83,13,0.779583333,TRUE,Chevrolet Tahoe,,,
BMW,3_Series,2017,85,14,0.779166667,TRUE,BMW 3_Series,,,
Lincoln,MKX,2012,93,18,0.7775,TRUE,Lincoln MKX,,,
Acura,TSX,2013,95,19,0.777083333,TRUE,Acura TSX,,,
Acura,TSX,2014,95,19,0.777083333,TRUE,Acura TSX,,,
Audi,A5,2014,95,19,0.777083333,TRUE,Audi A5,,,
BMW,5_Series,2014,95,19,0.777083333,TRUE,BMW 5_Series,,,
Honda,Civic,2012,95,19,0.777083333,TRUE,Honda Civic,,,
Honda,Civic,2013,95,19,0.777083333,TRUE,Honda Civic,,,
Honda,Civic,2014,95,19,0.777083333,TRUE,Honda Civic,,,
Nissan,Xterra,2013,95,19,0.777083333,TRUE,Nissan Xterra,,,
Toyota,Camry,2012,95,19,0.777083333,TRUE,Toyota Camry,,,
Toyota,Sequoia,2004,95,19,0.777083333,TRUE,Toyota Sequoia,,,
Toyota,Tacoma,2013,95,19,0.777083333,TRUE,Toyota Tacoma,,,
Toyota,Tacoma,2014,95,19,0.777083333,TRUE,Toyota Tacoma,,,
Toyota,Tundra,2004,95,19,0.777083333,TRUE,Toyota Tundra,,,
Toyota,Tundra,2013,95,19,0.777083333,TRUE,Toyota Tundra,,,
Toyota,Tundra,2014,95,19,0.777083333,TRUE,Toyota Tundra,,,
Jeep,Wrangler,2005,76,10,0.775833333,TRUE,Jeep Wrangler,,,
Mazda,Mazda3,2016,78,11,0.775416667,TRUE,Mazda Mazda3,,,
Mazda,Mazda3,2017,78,11,0.775416667,TRUE,Mazda Mazda3,,,
Mazda,CX-5,2017,86,15,0.77375,TRUE,Mazda CX-5,,,
Audi,Q7,2009,88,16,0.773333333,TRUE,Audi Q7,,,
Buick,LaCrosse,2009,88,16,0.773333333,TRUE,Buick LaCrosse,,,
Cadillac,Escalade,2009,88,16,0.773333333,TRUE,Cadillac Escalade,,,
Cadillac,Escalade,2010,88,16,0.773333333,TRUE,Cadillac Escalade,,,
Chevrolet,Tahoe,2011,88,16,0.773333333,TRUE,Chevrolet Tahoe,,,
Honda,Civic,2009,88,16,0.773333333,TRUE,Honda Civic,,,
Mazda,CX-5,2016,88,16,0.773333333,TRUE,Mazda CX-5,,,
Mazda,Mazda3,2010,88,16,0.773333333,TRUE,Mazda Mazda3,,,
Mazda,Mazda6,2010,88,16,0.773333333,TRUE,Mazda Mazda6,,,
Volvo,S60,2009,88,16,0.773333333,TRUE,Volvo S60,,,
Volvo,S80,2008,88,16,0.773333333,TRUE,Volvo S80,,,
Volvo,S80,2010,88,16,0.773333333,TRUE,Volvo S80,,,
Acura,TSX,2009,90,17,0.772916667,TRUE,Acura TSX,,,
Audi,Q7,2014,90,17,0.772916667,TRUE,Audi Q7,,,
Ford,Mustang,2015,90,17,0.772916667,TRUE,Ford Mustang,,,
Honda,Accord,2009,90,17,0.772916667,TRUE,Honda Accord,,,
Honda,Accord,2010,90,17,0.772916667,TRUE,Honda Accord,,,
Jeep,Wrangler,2002,90,17,0.772916667,TRUE,Jeep Wrangler,,,
Mazda,CX-5,2015,90,17,0.772916667,TRUE,Mazda CX-5,,,
Mazda,Mazda3,2011,90,17,0.772916667,TRUE,Mazda Mazda3,,,
Toyota,4Runner,2002,90,17,0.772916667,TRUE,Toyota 4Runner,,,
Toyota,4Runner,2003,90,17,0.772916667,TRUE,Toyota 4Runner,,,
Toyota,Camry,2010,90,17,0.772916667,TRUE,Toyota Camry,,,
Toyota,Prius,2007,90,17,0.772916667,TRUE,Toyota Prius,,,
Volkswagen,Golf,2012,90,17,0.772916667,TRUE,Volkswagen Golf,,,
Audi,Q7,2012,92,18,0.7725,TRUE,Audi Q7,,,
Toyota,Camry,2003,94,19,0.772083333,TRUE,Toyota Camry,,,
Acura,CL,2018,,11,0.770833333,TRUE,Acura CL,,,
Acura,Integra,2018,,11,0.770833333,TRUE,Acura Integra,,,
Acura,RSX,2007,,11,0.770833333,TRUE,Acura RSX,,,
Acura,TSX,2018,,11,0.770833333,TRUE,Acura TSX,,,
Audi,A3,2018,,11,0.770833333,TRUE,Audi A3,,,
Audi,Q7,2018,,11,0.770833333,TRUE,Audi Q7,,,
Audi,R8,2003,,11,0.770833333,TRUE,Audi R8,,,
Audi,R8,2004,,11,0.770833333,TRUE,Audi R8,,,
Audi,R8,2005,,11,0.770833333,TRUE,Audi R8,,,
Audi,R8,2006,,11,0.770833333,TRUE,Audi R8,,,
Audi,TT,2009,,11,0.770833333,TRUE,Audi TT,,,
BMW,M5,2018,,11,0.770833333,TRUE,BMW M5,,,
BMW,X1,2004,,11,0.770833333,TRUE,BMW X1,,,
BMW,Z4,2015,,11,0.770833333,TRUE,BMW Z4,,,
BMW,Z4,2016,,11,0.770833333,TRUE,BMW Z4,,,
BMW,Z4,2018,,11,0.770833333,TRUE,BMW Z4,,,
Chevrolet,Corvette,2018,,11,0.770833333,TRUE,Chevrolet Corvette,,,
Chevrolet,Impala,2018,,11,0.770833333,TRUE,Chevrolet Impala,,,
Honda,Fit,2018,,11,0.770833333,TRUE,Honda Fit,,,
Mazda,MX-5,2017,,11,0.770833333,TRUE,Mazda MX-5,,,
Nissan,Leaf,2018,,11,0.770833333,TRUE,Nissan Leaf,,,
Porsche,911,2011,,11,0.770833333,TRUE,Porsche 911,,,
Toyota,Avalon,2018,,11,0.770833333,TRUE,Toyota Avalon,,,
Toyota,Camry,2018,,11,0.770833333,TRUE,Toyota Camry,,,
Toyota,Yaris,2018,,11,0.770833333,TRUE,Toyota Yaris,,,
Volkswagen,Eos,2017,,11,0.770833333,TRUE,Volkswagen Eos,,,
Volkswagen,Eos,2018,,11,0.770833333,TRUE,Volkswagen Eos,,,
Volkswagen,Golf,2017,,11,0.770833333,TRUE,Volkswagen Golf,,,
BMW,3_Series,2016,85,15,0.76875,TRUE,BMW 3_Series,,,
Ford,Mustang,2016,85,15,0.76875,TRUE,Ford Mustang,,,
Ford,Mustang,2017,85,15,0.76875,TRUE,Ford Mustang,,,
Honda,Civic,2016,85,15,0.76875,TRUE,Honda Civic,,,
Chevrolet,Tahoe,2009,87,16,0.768333333,TRUE,Chevrolet Tahoe,,,
Mazda,Mazda6,2009,87,16,0.768333333,TRUE,Mazda Mazda6,,,
Toyota,Highlander,2004,93,19,0.767083333,TRUE,Toyota Highlander,,,
Toyota,Sequoia,2003,95,20,0.766666667,TRUE,Toyota Sequoia,,,
Audi,TT,2002,80,13,0.764583333,TRUE,Audi TT,,,
BMW,3_Series,2015,86,16,0.763333333,TRUE,BMW 3_Series,,,
Cadillac,Escalade,2011,88,17,0.762916667,TRUE,Cadillac Escalade,,,
Honda,Accord,2006,88,17,0.762916667,TRUE,Honda Accord,,,
Honda,Fit,2015,88,17,0.762916667,TRUE,Honda Fit,,,
Jeep,Wrangler,2011,88,17,0.762916667,TRUE,Jeep Wrangler,,,
Toyota,Prius,2006,88,17,0.762916667,TRUE,Toyota Prius,,,
Acura,TSX,2006,90,18,0.7625,TRUE,Acura TSX,,,
Ford,Mustang,2014,90,18,0.7625,TRUE,Ford Mustang,,,
Jeep,Wrangler,2014,90,18,0.7625,TRUE,Jeep Wrangler,,,
Mazda,CX-5,2014,90,18,0.7625,TRUE,Mazda CX-5,,,
Mazda,Mazda6,2012,90,18,0.7625,TRUE,Mazda Mazda6,,,
Mazda,Mazda6,2014,90,18,0.7625,TRUE,Mazda Mazda6,,,
Toyota,Corolla,2005,90,18,0.7625,TRUE,Toyota Corolla,,,
Toyota,Sienna,2005,90,18,0.7625,TRUE,Toyota Sienna,,,
Ford,Expedition,2017,83,15,0.75875,TRUE,Ford Expedition,,,
Audi,Q7,2010,85,16,0.758333333,TRUE,Audi Q7,,,
Honda,Civic,2008,85,16,0.758333333,TRUE,Honda Civic,,,
Hyundai,Elantra,2007,85,16,0.758333333,TRUE,Hyundai Elantra,,,
Jeep,Wrangler,2009,85,16,0.758333333,TRUE,Jeep Wrangler,,,
Jeep,Wrangler,2010,85,16,0.758333333,TRUE,Jeep Wrangler,,,
Lincoln,MKX,2010,85,16,0.758333333,TRUE,Lincoln MKX,,,
Nissan,Xterra,2009,85,16,0.758333333,TRUE,Nissan Xterra,,,
Volvo,S60,2010,85,16,0.758333333,TRUE,Volvo S60,,,
Volvo,XC60,2011,85,16,0.758333333,TRUE,Volvo XC60,,,
Mazda,Mazda6,2011,87,17,0.757916667,TRUE,Mazda Mazda6,,,
Subaru,Impreza,2015,80,14,0.754166667,TRUE,Subaru Impreza,,,
Subaru,Outback,2015,86,17,0.752916667,TRUE,Subaru Outback,,,
Toyota,4Runner,2001,86,17,0.752916667,TRUE,Toyota 4Runner,,,
Cadillac,Escalade,2012,88,18,0.7525,TRUE,Cadillac Escalade,,,
Chevrolet,Corvette,2013,88,18,0.7525,TRUE,Chevrolet Corvette,,,
Mazda,CX-5,2012,88,18,0.7525,TRUE,Mazda CX-5,,,
Mazda,CX-5,2013,88,18,0.7525,TRUE,Mazda CX-5,,,
Mazda,Mazda3,2012,88,18,0.7525,TRUE,Mazda Mazda3,,,
Mazda,Mazda6,2013,88,18,0.7525,TRUE,Mazda Mazda6,,,
Acura,RSX,2004,90,19,0.752083333,TRUE,Acura RSX,,,
Jeep,Wrangler,2013,90,19,0.752083333,TRUE,Jeep Wrangler,,,
Toyota,Camry,2013,90,19,0.752083333,TRUE,Toyota Camry,,,
Toyota,Camry,2014,90,19,0.752083333,TRUE,Toyota Camry,,,
Toyota,Sienna,2004,90,19,0.752083333,TRUE,Toyota Sienna,,,
Acura,Legend,2005,,12,0.75,TRUE,Acura Legend,,,
Acura,Legend,2006,,12,0.75,TRUE,Acura Legend,,,
Acura,Legend,2007,,12,0.75,TRUE,Acura Legend,,,
Acura,Legend,2008,,12,0.75,TRUE,Acura Legend,,,
Acura,RL,2018,,12,0.75,TRUE,Acura RL,,,
Acura,Vigor,2009,,12,0.75,TRUE,Acura Vigor,,,
Audi,A7,2007,,12,0.75,TRUE,Audi A7,,,
Audi,A7,2008,,12,0.75,TRUE,Audi A7,,,
BMW,X1,2006,,12,0.75,TRUE,BMW X1,,,
Chevrolet,Volt,2009,,12,0.75,TRUE,Chevrolet Volt,,,
Hyundai,Elantra,2019,,12,0.75,TRUE,Hyundai Elantra,,,
Mazda,Mazda6,2018,,12,0.75,TRUE,Mazda Mazda6,,,
Mercedes-Benz,E_Class,2019,,12,0.75,TRUE,Mercedes-Benz E_Class,,,
Subaru,Legacy,2017,,12,0.75,TRUE,Subaru Legacy,,,
Subaru,Legacy,2018,,12,0.75,TRUE,Subaru Legacy,,,
Volkswagen,CC,2016,,12,0.75,TRUE,Volkswagen CC,,,
Volvo,V90,2007,,12,0.75,TRUE,Volvo V90,,,
Volvo,V90,2008,,12,0.75,TRUE,Volvo V90,,,
Honda,Civic,2007,83,16,0.748333333,TRUE,Honda Civic,,,
Lincoln,MKX,2009,83,16,0.748333333,TRUE,Lincoln MKX,,,
Buick,LaCrosse,2015,85,17,0.747916667,TRUE,Buick LaCrosse,,,
Ford,Explorer,2011,85,17,0.747916667,TRUE,Ford Explorer,,,
Honda,CR-V,2006,85,17,0.747916667,TRUE,Honda CR-V,,,
Toyota,Camry,2007,85,17,0.747916667,TRUE,Toyota Camry,,,
Toyota,Sienna,2006,85,17,0.747916667,TRUE,Toyota Sienna,,,
Dodge,Challenger,2012,87,18,0.7475,TRUE,Dodge Challenger,,,
Lincoln,Navigator,2014,87,18,0.7475,TRUE,Lincoln Navigator,,,
Toyota,Prius,2005,87,18,0.7475,TRUE,Toyota Prius,,,
Audi,TT,2001,80,15,0.74375,TRUE,Audi TT,,,
Chevrolet,Impala,2016,80,15,0.74375,TRUE,Chevrolet Impala,,,
Audi,Q7,2008,82,16,0.743333333,TRUE,Audi Q7,,,
Honda,Accord,2005,86,18,0.7425,TRUE,Honda Accord,,,
Toyota,Corolla,2004,88,19,0.742083333,TRUE,Toyota Corolla,,,
Toyota,Prius,2004,88,19,0.742083333,TRUE,Toyota Prius,,,
Toyota,Avalon,2002,90,20,0.741666667,TRUE,Toyota Avalon,,,
Toyota,Sequoia,2002,90,20,0.741666667,TRUE,Toyota Sequoia,,,
Honda,Civic,2006,83,17,0.737916667,TRUE,Honda Civic,,,
Acura,TSX,2012,85,18,0.7375,TRUE,Acura TSX,,,
Audi,A5,2012,85,18,0.7375,TRUE,Audi A5,,,
Audi,A5,2013,85,18,0.7375,TRUE,Audi A5,,,
Cadillac,Escalade,2005,85,18,0.7375,TRUE,Cadillac Escalade,,,
Ford,Expedition,2012,85,18,0.7375,TRUE,Ford Expedition,,,
Honda,CR-V,2005,85,18,0.7375,TRUE,Honda CR-V,,,
Honda,CR-V,2012,85,18,0.7375,TRUE,Honda CR-V,,,
Lincoln,Navigator,2011,85,18,0.7375,TRUE,Lincoln Navigator,,,
Subaru,Legacy,2013,85,18,0.7375,TRUE,Subaru Legacy,,,
Jeep,Wrangler,2004,87,19,0.737083333,TRUE,Jeep Wrangler,,,
Lincoln,Navigator,2012,87,19,0.737083333,TRUE,Lincoln Navigator,,,
Chevrolet,Tahoe,2001,78,15,0.73375,TRUE,Chevrolet Tahoe,,,
Acura,RDX,2009,80,16,0.733333333,TRUE,Acura RDX,,,
Audi,A5,2009,80,16,0.733333333,TRUE,Audi A5,,,
Chevrolet,Impala,2015,80,16,0.733333333,TRUE,Chevrolet Impala,,,
Acura,RL,2006,82,17,0.732916667,TRUE,Acura RL,,,
Ford,Expedition,2013,82,17,0.732916667,TRUE,Ford Expedition,,,
BMW,3_Series,2014,86,19,0.732083333,TRUE,BMW 3_Series,,,
Jeep,Wrangler,2012,86,19,0.732083333,TRUE,Jeep Wrangler,,,
Acura,Vigor,2007,,13,0.729166667,TRUE,Acura Vigor,,,
Acura,Vigor,2008,,13,0.729166667,TRUE,Acura Vigor,,,
Chevrolet,Volt,2007,,13,0.729166667,TRUE,Chevrolet Volt,,,
Chevrolet,Volt,2008,,13,0.729166667,TRUE,Chevrolet Volt,,,
Audi,A3,2011,75,14,0.729166667,TRUE,Audi A3,,,
Audi,Q7,2017,75,14,0.729166667,TRUE,Audi Q7,,,
Chevrolet,Impala,2017,75,14,0.729166667,TRUE,Chevrolet Impala,,,
Kia,Forte,2017,75,14,0.729166667,TRUE,Kia Forte,,,
Acura,TSX,2004,85,19,0.727083333,TRUE,Acura TSX,,,
Cadillac,Escalade,2004,85,19,0.727083333,TRUE,Cadillac Escalade,,,
Ford,Mustang,2012,85,19,0.727083333,TRUE,Ford Mustang,,,
Ford,Mustang,2013,85,19,0.727083333,TRUE,Ford Mustang,,,
Honda,CR-V,2013,85,19,0.727083333,TRUE,Honda CR-V,,,
Honda,CR-V,2014,85,19,0.727083333,TRUE,Honda CR-V,,,
Acura,TL,2010,78,16,0.723333333,TRUE,Acura TL,,,
Cadillac,Escalade,2008,78,16,0.723333333,TRUE,Cadillac Escalade,,,
Chevrolet,Corvette,2011,78,16,0.723333333,TRUE,Chevrolet Corvette,,,
Lincoln,MKX,2007,78,16,0.723333333,TRUE,Lincoln MKX,,,
Acura,RL,2007,80,17,0.722916667,TRUE,Acura RL,,,
Audi,A6,2013,80,17,0.722916667,TRUE,Audi A6,,,
Volvo,XC60,2012,80,17,0.722916667,TRUE,Volvo XC60,,,
Buick,LaCrosse,2014,82,18,0.7225,TRUE,Buick LaCrosse,,,
Chevrolet,Tahoe,2003,82,18,0.7225,TRUE,Chevrolet Tahoe,,,
Mazda,Mazda5,2013,82,18,0.7225,TRUE,Mazda Mazda5,,,
Audi,A6,2015,75,15,0.71875,TRUE,Audi A6,,,
Buick,Enclave,2015,75,15,0.71875,TRUE,Buick Enclave,,,
Chevrolet,Tahoe,2008,77,16,0.718333333,TRUE,Chevrolet Tahoe,,,
Toyota,Sienna,2009,77,16,0.718333333,TRUE,Toyota Sienna,,,
Honda,CR-V,2003,85,20,0.716666667,TRUE,Honda CR-V,,,
Toyota,Sienna,2003,85,20,0.716666667,TRUE,Toyota Sienna,,,
Cadillac,Escalade,2007,78,17,0.712916667,TRUE,Cadillac Escalade,,,
Mercedes-Benz,E_Class,2010,78,17,0.712916667,TRUE,Mercedes-Benz E_Class,,,
Subaru,Legacy,2011,78,17,0.712916667,TRUE,Subaru Legacy,,,
Buick,LaCrosse,2012,80,18,0.7125,TRUE,Buick LaCrosse,,,
Chevrolet,Impala,2012,80,18,0.7125,TRUE,Chevrolet Impala,,,
Subaru,Outback,2014,82,19,0.712083333,TRUE,Subaru Outback,,,
Buick,LaCrosse,2008,75,16,0.708333333,TRUE,Buick LaCrosse,,,
Chevrolet,Corvette,2009,75,16,0.708333333,TRUE,Chevrolet Corvette,,,
Chevrolet,Corvette,2010,75,16,0.708333333,TRUE,Chevrolet Corvette,,,
Chevrolet,Impala,2009,75,16,0.708333333,TRUE,Chevrolet Impala,,,
Chevrolet,Impala,2010,75,16,0.708333333,TRUE,Chevrolet Impala,,,
Dodge,Challenger,2009,75,16,0.708333333,TRUE,Dodge Challenger,,,
Ford,Mustang,2007,75,16,0.708333333,TRUE,Ford Mustang,,,
Honda,Fit,2007,75,16,0.708333333,TRUE,Honda Fit,,,
Honda,Fit,2008,75,16,0.708333333,TRUE,Honda Fit,,,
Mazda,Mazda3,2009,75,16,0.708333333,TRUE,Mazda Mazda3,,,
Nissan,Xterra,2008,75,16,0.708333333,TRUE,Nissan Xterra,,,
Toyota,Sienna,2008,75,16,0.708333333,TRUE,Toyota Sienna,,,
Acura,Legend,2003,,14,0.708333333,TRUE,Acura Legend,,,
Acura,Legend,2004,,14,0.708333333,TRUE,Acura Legend,,,
Acura,RSX,2017,,14,0.708333333,TRUE,Acura RSX,,,
Acura,SLX,2008,,14,0.708333333,TRUE,Acura SLX,,,
Acura,SLX,2009,,14,0.708333333,TRUE,Acura SLX,,,
Acura,SLX,2010,,14,0.708333333,TRUE,Acura SLX,,,
Acura,Vigor,2005,,14,0.708333333,TRUE,Acura Vigor,,,
Acura,Vigor,2006,,14,0.708333333,TRUE,Acura Vigor,,,
Acura,ZDX,2006,,14,0.708333333,TRUE,Acura ZDX,,,
Acura,ZDX,2007,,14,0.708333333,TRUE,Acura ZDX,,,
Audi,A5,2017,,14,0.708333333,TRUE,Audi A5,,,
Audi,A6,2017,,14,0.708333333,TRUE,Audi A6,,,
Audi,A7,2006,,14,0.708333333,TRUE,Audi A7,,,
Audi,R8,2002,,14,0.708333333,TRUE,Audi R8,,,
Audi,TT,2010,,14,0.708333333,TRUE,Audi TT,,,
Audi,TT,2016,,14,0.708333333,TRUE,Audi TT,,,
Audi,TT,2017,,14,0.708333333,TRUE,Audi TT,,,
BMW,M5,2017,,14,0.708333333,TRUE,BMW M5,,,
BMW,Z4,2017,,14,0.708333333,TRUE,BMW Z4,,,
Chevrolet,Volt,2005,,14,0.708333333,TRUE,Chevrolet Volt,,,
Chevrolet,Volt,2006,,14,0.708333333,TRUE,Chevrolet Volt,,,
Mazda,Mazda5,2016,,14,0.708333333,TRUE,Mazda Mazda5,,,
Mazda,Mazda5,2017,,14,0.708333333,TRUE,Mazda Mazda5,,,
Nissan,Leaf,2017,,14,0.708333333,TRUE,Nissan Leaf,,,
Nissan,Xterra,2017,,14,0.708333333,TRUE,Nissan Xterra,,,
Nissan,Xterra,2018,,14,0.708333333,TRUE,Nissan Xterra,,,
Porsche,Cayman,2017,,14,0.708333333,TRUE,Porsche Cayman,,,
Scion,iQ,2017,,14,0.708333333,TRUE,Scion iQ,,,
Subaru,Impreza,2001,,14,0.708333333,TRUE,Subaru Impreza,,,
Toyota,Avalon,2017,,14,0.708333333,TRUE,Toyota Avalon,,,
Toyota,Sequoia,2016,,14,0.708333333,TRUE,Toyota Sequoia,,,
Toyota,Sequoia,2017,,14,0.708333333,TRUE,Toyota Sequoia,,,
Volvo,S60,2017,,14,0.708333333,TRUE,Volvo S60,,,
Volvo,V90,2006,,14,0.708333333,TRUE,Volvo V90,,,
Chevrolet,Corvette,2017,70,14,0.704166667,TRUE,Chevrolet Corvette,,,
GMC,Acadia,2017,70,14,0.704166667,TRUE,GMC Acadia,,,
Dodge,Challenger,2010,74,16,0.703333333,TRUE,Dodge Challenger,,,
Chevrolet,Impala,2011,78,18,0.7025,TRUE,Chevrolet Impala,,,
Mercedes-Benz,E_Class,2011,78,18,0.7025,TRUE,Mercedes-Benz E_Class,,,
Acura,TSX,2005,80,19,0.702083333,TRUE,Acura TSX,,,
Ford,Explorer,2012,80,19,0.702083333,TRUE,Ford Explorer,,,
Toyota,Yaris,2013,80,19,0.702083333,TRUE,Toyota Yaris,,,
Toyota,Corolla,2003,82,20,0.701666667,TRUE,Toyota Corolla,,,
Audi,TT,2008,75,17,0.697916667,TRUE,Audi TT,,,
