id,url,deal_score,tco_cost_per_km,avg_annual_tco,make,model,year,price,mileage,composite_score,estimated_resale_after_period,scraped_date,tco_purchase_tax,tco_total_depreciation_over_period,tco_avg_annual_depreciation,tco_estimated_resale_value_after_period,tco_total_fuel_cost_over_period,tco_avg_annual_fuel_cost,tco_fuel_price_used_per_l,tco_fuel_consumption_l_100km_used,tco_total_maintenance_over_period,tco_avg_annual_maintenance,tco_total_insurance_over_period,tco_avg_annual_insurance,tco_listing_price,tco_total_tco_plus_tax_over_period,tco_avg_annual_tco_plus_tax,tco_tco_calculation_years,tco_reliability_qir,tco_reliability_defect_rate,tco_remaining_lifespan_km
mazda_mazda3_2010_2500.0_137,https://www.facebook.com/marketplace/item/1049266663754547/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,7.81,0.9242236666666668,$13863.36,mazda,mazda3,2010,$2500.00,320000,0.773333333,$1476.23,2025-05-17,$325.00,$1023.77,$204.75,$1476.23,$10260.00,$2052.00,$1.52,9.0,$48708.00,$9741.60,$9000.00,$1800.00,$2500.00,$69316.78,$13863.36,5.0,$88.00,16.0,0.0
volkswagen_golf_2012_2600.0_176,https://www.facebook.com/marketplace/item/1025953176183533/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,7.64,0.9259430133333333,$13889.15,volkswagen,golf,2012,$2600.00,243000,0.772916667,$1535.27,2025-05-17,$338.00,$1064.73,$212.95,$1535.27,$10260.00,$2052.00,$1.52,9.0,$48783.00,$9756.60,$9000.00,$1800.00,$2600.00,$69445.73,$13889.15,5.0,$90.00,17.0,57000.0
honda_civic_2007_2500.0_185,https://www.facebook.com/marketplace/item/1681358052470214/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,7.51,0.9271036666666668,$13906.56,honda,civic,2007,$2500.00,291000,0.748333333,$1476.23,2025-05-17,$325.00,$1023.77,$204.75,$1476.23,$8208.00,$1641.60,$1.52,7.2,$50976.00,$10195.20,$9000.00,$1800.00,$2500.00,$69532.78,$13906.56,5.0,$83.00,16.0,9000.0
honda_civic_2006_2750.0_101,https://www.facebook.com/marketplace/item/1631185397818182/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,7.45,0.9277020333333332,$13915.53,honda,civic,2006,$2750.00,275000,0.737916667,$1623.85,2025-05-17,$357.50,$1126.15,$225.23,$1623.85,$8208.00,$1641.60,$1.52,7.2,$50886.00,$10177.20,$9000.00,$1800.00,$2750.00,$69577.65,$13915.53,5.0,$83.00,17.0,25000.0
honda_accord_2008_5000.0_56,https://www.facebook.com/marketplace/item/659452333579442/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,7.39,0.9284473333333334,$13926.71,honda,accord,2008,$5000.00,280000,0.794166667,$2952.45,2025-05-17,$650.00,$2047.55,$409.51,$2952.45,$9804.00,$1960.80,$1.52,8.6,$48132.00,$9626.40,$9000.00,$1800.00,$5000.00,$69633.55,$13926.71,5.0,$88.00,14.0,20000.0
honda_civic_2008_1500.0_36,https://www.facebook.com/marketplace/item/1088028029835173/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,7.02,0.9321022000000001,$13981.53,honda,civic,2008,$1500.00,316000,0.758333333,$885.74,2025-05-17,$195.00,$614.26,$122.85,$885.74,$8208.00,$1641.60,$1.52,7.2,$51890.40,$10378.08,$9000.00,$1800.00,$1500.00,$69907.67,$13981.53,5.0,$85.00,16.0,0.0
honda_civic_2010_1500.0_96,https://www.facebook.com/marketplace/item/586886703855417/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,6.74,0.9350301999999999,$14025.45,honda,civic,2010,$1500.00,355000,0.808333333,$885.74,2025-05-17,$195.00,$614.26,$122.85,$885.74,$8208.00,$1641.60,$1.52,7.2,$52110.00,$10422.00,$9000.00,$1800.00,$1500.00,$70127.26,$14025.45,5.0,$95.00,16.0,0.0
honda_cr v_2010_3999.0_278,https://www.facebook.com/marketplace/item/1058605572805837/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,6.21,0.9403186732,$14104.78,honda,cr v,2010,$3999.00,337000,0.807916667,$2361.37,2025-05-17,$519.87,$1637.63,$327.53,$2361.37,$9006.00,$1801.20,$1.52,7.9,$50360.40,$10072.08,$9000.00,$1800.00,$3999.00,$70523.90,$14104.78,5.0,$97.00,17.0,0.0
honda_civic_2007_2600.0_57,https://www.facebook.com/marketplace/item/1190758416090868/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,6.15,0.9407830133333334,$14111.75,honda,civic,2007,$2600.00,300000,0.748333333,$1535.27,2025-05-17,$338.00,$1064.73,$212.95,$1535.27,$8208.00,$1641.60,$1.52,7.2,$51948.00,$10389.60,$9000.00,$1800.00,$2600.00,$70558.73,$14111.75,5.0,$83.00,16.0,0.0
honda_civic_2007_2600.0_53,https://www.facebook.com/marketplace/item/2161364800976251/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,6.15,0.9407830133333334,$14111.75,honda,civic,2007,$2600.00,300000,0.748333333,$1535.27,2025-05-17,$338.00,$1064.73,$212.95,$1535.27,$8208.00,$1641.60,$1.52,7.2,$51948.00,$10389.60,$9000.00,$1800.00,$2600.00,$70558.73,$14111.75,5.0,$83.00,16.0,0.0
honda_accord_2008_2500.0_206,https://www.facebook.com/marketplace/item/721572990556518/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,5.99,0.9424796666666667,$14137.20,honda,accord,2008,$2500.00,303000,0.794166667,$1476.23,2025-05-17,$325.00,$1023.77,$204.75,$1476.23,$9804.00,$1960.80,$1.52,8.6,$50533.20,$10106.64,$9000.00,$1800.00,$2500.00,$70685.98,$14137.20,5.0,$88.00,14.0,0.0
toyota_corolla_2003_3200.0_256,https://www.facebook.com/marketplace/item/2970556749786475/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,5.96,0.9425284266666667,$14137.93,toyota,corolla,2003,$3200.00,299000,0.701666667,$1889.57,2025-05-17,$416.00,$1310.43,$262.09,$1889.57,$7752.00,$1550.40,$1.52,6.8,$52211.20,$10442.24,$9000.00,$1800.00,$3200.00,$70689.63,$14137.93,5.0,$82.00,20.0,1000.0
honda_civic_2008_2800.0_289,https://www.facebook.com/marketplace/item/961672055890353/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,5.94,0.9428457066666668,$14142.69,honda,civic,2008,$2800.00,317000,0.758333333,$1653.37,2025-05-17,$364.00,$1146.63,$229.33,$1653.37,$8208.00,$1641.60,$1.52,7.2,$51994.80,$10398.96,$9000.00,$1800.00,$2800.00,$70713.43,$14142.69,5.0,$85.00,16.0,0.0
ford_mustang_2012_15500.0_251,https://www.facebook.com/marketplace/item/1234565475058247/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,5.94,0.9427787333333334,$14141.68,ford,mustang,2012,$15500.00,202000,0.727083333,$9152.60,2025-05-17,$2015.00,$6347.40,$1269.48,$9152.60,$13110.00,$2622.00,$1.52,11.5,$40236.00,$8047.20,$9000.00,$1800.00,$15500.00,$70708.40,$14141.68,5.0,$85.00,19.0,98000.0
honda_accord_2005_4500.0_296,https://www.facebook.com/marketplace/item/1182017890104771/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,5.57,0.9465465999999999,$14198.20,honda,accord,2005,$4500.00,251000,0.7425,$2657.21,2025-05-17,$585.00,$1842.79,$368.56,$2657.21,$9804.00,$1960.80,$1.52,8.6,$49759.20,$9951.84,$9000.00,$1800.00,$4500.00,$70990.99,$14198.20,5.0,$86.00,18.0,49000.0
honda_accord_2008_3200.0_233,https://www.facebook.com/marketplace/item/3079137855574638/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,5.49,0.9475150933333335,$14212.73,honda,accord,2008,$3200.00,303000,0.794166667,$1889.57,2025-05-17,$416.00,$1310.43,$262.09,$1889.57,$9804.00,$1960.80,$1.52,8.6,$50533.20,$10106.64,$9000.00,$1800.00,$3200.00,$71063.63,$14212.73,5.0,$88.00,14.0,0.0
acura_rsx_2005_2000.0_119,https://www.facebook.com/marketplace/item/551968254617995/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,5.0,0.9520455999999999,$14280.68,acura,rsx,2005,$2000.00,239000,0.6875,$1180.98,2025-05-17,$260.00,$819.02,$163.80,$1180.98,$10260.00,$2052.00,$1.52,9.0,$51064.40,$10212.88,$9000.00,$1800.00,$2000.00,$71403.42,$14280.68,5.0,$75.00,18.0,61000.0
toyota_camry_2004_2000.0_150,https://www.facebook.com/marketplace/item/1153841679286603/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,4.77,0.9546749333333333,$14320.12,toyota,camry,2004,$2000.00,311000,0.792916667,$1180.98,2025-05-17,$260.00,$819.02,$163.80,$1180.98,$9576.00,$1915.20,$1.52,8.4,$51945.60,$10389.12,$9000.00,$1800.00,$2000.00,$71600.62,$14320.12,5.0,$94.00,17.0,0.0
toyota_prius_2007_4500.0_218,https://www.facebook.com/marketplace/item/1854286292086275/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,4.58,0.9565305999999999,$14347.96,toyota,prius,2007,$4500.00,357000,0.772916667,$2657.21,2025-05-17,$585.00,$1842.79,$368.56,$2657.21,$8664.00,$1732.80,$1.52,7.6,$51648.00,$10329.60,$9000.00,$1800.00,$4500.00,$71739.79,$14347.96,5.0,$90.00,17.0,0.0
honda_civic_2007_1234.0_46,https://www.facebook.com/marketplace/item/4055809071373084/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,4.25,0.9597567378666667,$14396.35,honda,civic,2007,$1234.00,320000,0.748333333,$728.66,2025-05-17,$160.42,$505.34,$101.07,$728.66,$8208.00,$1641.60,$1.52,7.2,$54108.00,$10821.60,$9000.00,$1800.00,$1234.00,$71981.76,$14396.35,5.0,$83.00,16.0,0.0
honda_civic_2006_1900.0_40,https://www.facebook.com/marketplace/item/597725789345440/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,4.19,0.9602755866666668,$14404.13,honda,civic,2006,$1900.00,301000,0.737916667,$1121.93,2025-05-17,$247.00,$778.07,$155.61,$1121.93,$8208.00,$1641.60,$1.52,7.2,$53787.60,$10757.52,$9000.00,$1800.00,$1900.00,$72020.67,$14404.13,5.0,$83.00,17.0,0.0
honda_accord_2005_3300.0_138,https://www.facebook.com/marketplace/item/1185757396629837/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,3.97,0.96249044,$14437.36,honda,accord,2005,$3300.00,267000,0.7425,$1948.62,2025-05-17,$429.00,$1351.38,$270.28,$1948.62,$9804.00,$1960.80,$1.52,8.6,$51602.40,$10320.48,$9000.00,$1800.00,$3300.00,$72186.78,$14437.36,5.0,$86.00,18.0,33000.0
honda_accord_2004_2800.0_60,https://www.facebook.com/marketplace/item/431713460036234/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,3.6,0.9660937066666668,$14491.41,honda,accord,2004,$2800.00,258000,0.6925,$1653.37,2025-05-17,$364.00,$1146.63,$229.33,$1653.37,$9804.00,$1960.80,$1.52,8.6,$52142.40,$10428.48,$9000.00,$1800.00,$2800.00,$72457.03,$14491.41,5.0,$76.00,18.0,42000.0
honda_civic_2008_2500.0_114,https://www.facebook.com/marketplace/item/2115193108994245/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,2.96,0.9727036666666665,$14590.55,honda,civic,2008,$2500.00,340000,0.758333333,$1476.23,2025-05-17,$325.00,$1023.77,$204.75,$1476.23,$8208.00,$1641.60,$1.52,7.2,$54396.00,$10879.20,$9000.00,$1800.00,$2500.00,$72952.77,$14590.55,5.0,$85.00,16.0,0.0
toyota_yaris_2007_2900.0_241,https://www.facebook.com/marketplace/item/4052319101755065/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,2.79,0.9744610533333332,$14616.92,toyota,yaris,2007,$2900.00,380000,0.797916667,$1712.42,2025-05-17,$377.00,$1187.58,$237.52,$1712.42,$8664.00,$1732.80,$1.52,7.6,$53856.00,$10771.20,$9000.00,$1800.00,$2900.00,$73084.58,$14616.92,5.0,$95.00,17.0,0.0
honda_civic_2010_4900.0_307,https://www.facebook.com/marketplace/item/1384492029348424/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,1.7,0.985407986666667,$14781.12,honda,civic,2010,$4900.00,375000,0.808333333,$2893.40,2025-05-17,$637.00,$2006.60,$401.32,$2893.40,$8208.00,$1641.60,$1.52,7.2,$54054.00,$10810.80,$9000.00,$1800.00,$4900.00,$73905.60,$14781.12,5.0,$95.00,16.0,0.0
honda_civic_2006_2200.0_167,https://www.facebook.com/marketplace/item/1155673129041641/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,1.15,0.9907056266666667,$14860.58,honda,civic,2006,$2200.00,320000,0.737916667,$1299.08,2025-05-17,$286.00,$900.92,$180.18,$1299.08,$8208.00,$1641.60,$1.52,7.2,$55908.00,$11181.60,$9000.00,$1800.00,$2200.00,$74302.92,$14860.58,5.0,$83.00,17.0,0.0
bmw_x1_2015_6500.0_47,https://www.facebook.com/marketplace/item/630728806794164/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.89,0.9941175333333334,$14911.76,bmw,x1,2015,$6500.00,211000,1.0,$3838.19,2025-05-17,$845.00,$2661.81,$532.36,$3838.19,$10260.00,$2052.00,$1.52,9.0,$51792.00,$10358.40,$9000.00,$1800.00,$6500.00,$74558.82,$14911.76,5.0,N/A,0.0,89000.0
bmw_x1_2013_6000.0_24,https://www.facebook.com/marketplace/item/1436280904177367/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.26,1.0127608000000001,$15191.41,bmw,x1,2013,$6000.00,190000,0.854166667,$3542.94,2025-05-17,$780.00,$2457.06,$491.41,$3542.94,$10260.00,$2052.00,$1.52,9.0,$53460.00,$10692.00,$9000.00,$1800.00,$6000.00,$75957.06,$15191.41,5.0,N/A,7.0,110000.0
acura_tl_2009_3000.0_108,https://www.facebook.com/marketplace/item/945981914084876/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.24,1.0034204,$15051.31,acura,tl,2009,$3000.00,330000,0.78375,$1771.47,2025-05-17,$390.00,$1228.53,$245.71,$1771.47,$10260.00,$2052.00,$1.52,9.0,$54378.00,$10875.60,$9000.00,$1800.00,$3000.00,$75256.53,$15051.31,5.0,$88.00,15.0,0.0
volvo_xc70_2009_1500.0_125,https://www.facebook.com/marketplace/item/717065260719145/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.24,1.1626835333333334,$17440.25,volvo,xc70,2009,$1500.00,280000,0.808333333,$885.74,2025-05-17,$195.00,$614.26,$122.85,$885.74,$10260.00,$2052.00,$1.52,9.0,$67132.00,$13426.40,$9000.00,$1800.00,$1500.00,$87201.26,$17440.25,5.0,$95.00,16.0,20000.0
honda_accord_2007_2500.0_298,https://www.facebook.com/marketplace/item/1747498999511123/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.24,1.0088636666666668,$15132.96,honda,accord,2007,$2500.00,333000,0.789166667,$1476.23,2025-05-17,$325.00,$1023.77,$204.75,$1476.23,$9804.00,$1960.80,$1.52,8.6,$55512.00,$11102.40,$9000.00,$1800.00,$2500.00,$75664.78,$15132.96,5.0,$87.00,14.0,0.0
honda_accord_2008_2500.0_73,https://www.facebook.com/marketplace/item/1242828754074266/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.24,1.0329596666666667,$15494.40,honda,accord,2008,$2500.00,368000,0.794166667,$1476.23,2025-05-17,$325.00,$1023.77,$204.75,$1476.23,$9804.00,$1960.80,$1.52,8.6,$57319.20,$11463.84,$9000.00,$1800.00,$2500.00,$77471.98,$15494.40,5.0,$88.00,14.0,0.0
toyota_camry_2004_3000.0_245,https://www.facebook.com/marketplace/item/1050072473700665/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.24,1.0308604,$15462.91,toyota,camry,2004,$3000.00,360000,0.792916667,$1771.47,2025-05-17,$390.00,$1228.53,$245.71,$1771.47,$9576.00,$1915.20,$1.52,8.4,$57120.00,$11424.00,$9000.00,$1800.00,$3000.00,$77314.53,$15462.91,5.0,$94.00,17.0,0.0
acura_tsx_2010_2750.0_232,https://www.facebook.com/marketplace/item/418147677954787/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.24,1.0291340333333332,$15437.01,acura,tsx,2010,$2750.00,369000,0.797916667,$1623.85,2025-05-17,$357.50,$1126.15,$225.23,$1623.85,$10260.00,$2052.00,$1.52,9.0,$56441.40,$11288.28,$9000.00,$1800.00,$2750.00,$77185.05,$15437.01,5.0,$95.00,17.0,0.0
honda_civic_2008_1000.0_27,https://www.facebook.com/marketplace/item/677836708322841/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.23,1.1150334666666666,$16725.50,honda,civic,2008,$1000.00,450000,0.758333333,$590.49,2025-05-17,$130.00,$409.51,$81.90,$590.49,$8208.00,$1641.60,$1.52,7.2,$65880.00,$13176.00,$9000.00,$1800.00,$1000.00,$83627.51,$16725.50,5.0,$85.00,16.0,0.0
bmw_z4_2003_16500.0_165,https://www.facebook.com/marketplace/item/682826821115553/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.23,1.1068522000000003,$16602.78,bmw,z4,2003,$16500.00,88000,0.781666667,$9743.08,2025-05-17,$2145.00,$6756.92,$1351.38,$9743.08,$10260.00,$2052.00,$1.52,9.0,$54852.00,$10970.40,$9000.00,$1800.00,$16500.00,$83013.92,$16602.78,5.0,$98.00,20.0,212000.0
audi_tt_2001_5500.0_105,https://www.facebook.com/marketplace/item/670050612567585/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.22,1.434124066666667,$21511.86,audi,tt,2001,$5500.00,275000,0.74375,$3247.70,2025-05-17,$715.00,$2252.30,$450.46,$3247.70,$10260.00,$2052.00,$1.52,9.0,$85332.00,$17066.40,$9000.00,$1800.00,$5500.00,$107559.31,$21511.86,5.0,$80.00,15.0,25000.0
audi_q7_2008_4300.0_110,https://www.facebook.com/marketplace/item/689313863855575/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.22,1.1302705733333334,$16954.06,audi,q7,2008,$4300.00,238000,0.743333333,$2539.11,2025-05-17,$559.00,$1760.89,$352.18,$2539.11,$10260.00,$2052.00,$1.52,9.0,$63190.40,$12638.08,$9000.00,$1800.00,$4300.00,$84770.29,$16954.06,5.0,$82.00,16.0,62000.0
honda_cr v_2006_3000.0_202,https://www.facebook.com/marketplace/item/2122482874847583/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.22,1.0041244000000003,$15061.87,honda,cr v,2006,$3000.00,318000,0.747916667,$1771.47,2025-05-17,$390.00,$1228.53,$245.71,$1771.47,$9006.00,$1801.20,$1.52,7.9,$55684.80,$11136.96,$9000.00,$1800.00,$3000.00,$75309.33,$15061.87,5.0,$85.00,17.0,0.0
audi_a3_2011_5000.0_223,https://www.facebook.com/marketplace/item/3920485661597872/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.22,1.0303353333333336,$15455.03,audi,a3,2011,$5000.00,228000,0.729166667,$2952.45,2025-05-17,$650.00,$2047.55,$409.51,$2952.45,$10260.00,$2052.00,$1.52,9.0,$55317.60,$11063.52,$9000.00,$1800.00,$5000.00,$77275.15,$15455.03,5.0,$75.00,14.0,72000.0
honda_accord_2005_650.0_311,https://www.facebook.com/marketplace/item/3730782020537348/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.22,1.0094757533333334,$15142.14,honda,accord,2005,$650.00,310000,0.7425,$383.82,2025-05-17,$84.50,$266.18,$53.24,$383.82,$9804.00,$1960.80,$1.52,8.6,$56556.00,$11311.20,$9000.00,$1800.00,$650.00,$75710.68,$15142.14,5.0,$86.00,18.0,0.0
honda_fit_2007_2500.0_224,https://www.facebook.com/marketplace/item/3166912383446552/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.21,1.0529436666666667,$15794.16,honda,fit,2007,$2500.00,371000,0.708333333,$1476.23,2025-05-17,$325.00,$1023.77,$204.75,$1476.23,$9006.00,$1801.20,$1.52,7.9,$59616.00,$11923.20,$9000.00,$1800.00,$2500.00,$78970.78,$15794.16,5.0,$75.00,16.0,0.0
volkswagen_golf_2010_1200.0_219,https://www.facebook.com/marketplace/item/1733123690962848/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.21,1.0290321599999999,$15435.48,volkswagen,golf,2010,$1200.00,280000,0.697916667,$708.59,2025-05-17,$156.00,$491.41,$98.28,$708.59,$10260.00,$2052.00,$1.52,9.0,$57270.00,$11454.00,$9000.00,$1800.00,$1200.00,$77177.41,$15435.48,5.0,$75.00,17.0,20000.0
ford_mustang_2007_1250.0_54,https://www.facebook.com/marketplace/item/1955688885249377/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.21,1.3302718333333332,$19954.08,ford,mustang,2007,$1250.00,430000,0.708333333,$738.11,2025-05-17,$162.50,$511.89,$102.38,$738.11,$13110.00,$2622.00,$1.52,11.5,$76986.00,$15397.20,$9000.00,$1800.00,$1250.00,$99770.39,$19954.08,5.0,$75.00,16.0,0.0
volkswagen_golf_2009_3400.0_77,https://www.facebook.com/marketplace/item/2400139240370712/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,0.2,1.1211564533333334,$16817.35,volkswagen,golf,2009,$3400.00,308000,0.666666667,$2007.67,2025-05-17,$442.00,$1392.33,$278.47,$2007.67,$10260.00,$2052.00,$1.52,9.0,$62992.40,$12598.48,$9000.00,$1800.00,$3400.00,$84086.73,$16817.35,5.0,N/A,16.0,0.0
