id,url,deal_score,tco_cost_per_km,avg_annual_tco,make,model,year,price,mileage,composite_score,estimated_resale_after_period,scraped_date,tco_purchase_tax,tco_total_depreciation_over_period,tco_avg_annual_depreciation,tco_estimated_resale_value_after_period,tco_total_fuel_cost_over_period,tco_avg_annual_fuel_cost,tco_fuel_price_used_per_l,tco_fuel_consumption_l_100km_used,tco_total_maintenance_over_period,tco_avg_annual_maintenance,tco_total_insurance_over_period,tco_avg_annual_insurance,tco_listing_price,tco_total_tco_plus_tax_over_period,tco_avg_annual_tco_plus_tax,tco_tco_calculation_years,tco_reliability_qir,tco_reliability_defect_rate,tco_remaining_lifespan_km
honda_civic_2019_1.0_259,https://www.facebook.com/marketplace/item/356976126808632/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,53.58,0.46675919346666667,$7001.39,honda,civic,2019,$1.00,93000,0.854166667,$0.59,2025-05-17,$0.13,$0.41,$0.08,$0.59,$8208.00,$1641.60,$1.52,7.2,$17798.40,$3559.68,$9000.00,$1800.00,$1.00,$35006.94,$7001.39,5.0,N/A,7.0,207000.0
honda_civic_2018_99.0_262,https://www.facebook.com/marketplace/item/1765501880844292/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,49.65,0.5061041532,$7591.56,honda,civic,2018,$99.00,121000,0.875416667,$58.46,2025-05-17,$12.87,$40.54,$8.11,$58.46,$8208.00,$1641.60,$1.52,7.2,$20696.40,$4139.28,$9000.00,$1800.00,$99.00,$37957.81,$7591.56,5.0,$98.00,11.0,179000.0
mazda_mazda3_2013_5500.0_4,https://www.facebook.com/marketplace/item/1044604210936796/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,48.11,0.5212920666666666,$7819.38,mazda,mazda3,2013,$5500.00,14000,0.7975,$3247.70,2025-05-17,$715.00,$2252.30,$450.46,$3247.70,$10260.00,$2052.00,$1.52,9.0,$16869.60,$3373.92,$9000.00,$1800.00,$5500.00,$39096.90,$7819.38,5.0,$97.00,18.0,286000.0
honda_civic_2009_5000.0_199,https://www.facebook.com/marketplace/item/1223436459370827/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,46.94,0.5329593333333333,$7994.39,honda,civic,2009,$5000.00,18000,0.773333333,$2952.45,2025-05-17,$650.00,$2047.55,$409.51,$2952.45,$8208.00,$1641.60,$1.52,7.2,$20066.40,$4013.28,$9000.00,$1800.00,$5000.00,$39971.95,$7994.39,5.0,$88.00,16.0,282000.0
volkswagen_golf_2015_6500.0_217,https://www.facebook.com/marketplace/item/3612018839107497/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,42.86,0.5739148666666667,$8608.72,volkswagen,golf,2015,$6500.00,19000,0.823333333,$3838.19,2025-05-17,$845.00,$2661.81,$532.36,$3838.19,$10260.00,$2052.00,$1.52,9.0,$20276.80,$4055.36,$9000.00,$1800.00,$6500.00,$43043.61,$8608.72,5.0,$98.00,16.0,281000.0
honda_civic_2018_13900.0_249,https://www.facebook.com/marketplace/item/1715328056069891/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,41.73,0.5853171866666668,$8779.76,honda,civic,2018,$13900.00,99000,0.875416667,$8207.81,2025-05-17,$1807.00,$5692.19,$1138.44,$8207.81,$8208.00,$1641.60,$1.52,7.2,$19191.60,$3838.32,$9000.00,$1800.00,$13900.00,$43898.79,$8779.76,5.0,$98.00,11.0,201000.0
toyota_corolla_2018_16800.0_141,https://www.facebook.com/marketplace/item/568422362948183/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,41.3,0.5895009066666667,$8842.51,toyota,corolla,2018,$16800.00,121000,0.844166667,$9920.23,2025-05-17,$2184.00,$6879.77,$1375.95,$9920.23,$7752.00,$1550.40,$1.52,6.8,$18396.80,$3679.36,$9000.00,$1800.00,$16800.00,$44212.57,$8842.51,5.0,$98.00,14.0,179000.0
toyota_camry_2016_13.0_291,https://www.facebook.com/marketplace/item/235407779350125/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,41.29,0.5895335150666667,$8843.00,toyota,camry,2016,$13.00,200000,0.81875,$7.68,2025-05-17,$1.69,$5.32,$1.06,$7.68,$9576.00,$1915.20,$1.52,8.4,$25632.00,$5126.40,$9000.00,$1800.00,$13.00,$44215.01,$8843.00,5.0,$95.00,15.0,100000.0
toyota_corolla_2015_11999.0_116,https://www.facebook.com/marketplace/item/1283387323144286/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,40.43,0.5981864065333333,$8972.80,toyota,corolla,2015,$11999.00,126000,0.812916667,$7085.29,2025-05-17,$1559.87,$4913.71,$982.74,$7085.29,$7752.00,$1550.40,$1.52,6.8,$21638.40,$4327.68,$9000.00,$1800.00,$11999.00,$44863.98,$8972.80,5.0,$98.00,17.0,174000.0
toyota_corolla_2017_17898.0_268,https://www.facebook.com/marketplace/item/1221449643097373/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,39.82,0.6042686664000001,$9064.03,toyota,corolla,2017,$17898.00,114000,0.83375,$10568.59,2025-05-17,$2326.74,$7329.41,$1465.88,$10568.59,$7752.00,$1550.40,$1.52,6.8,$18912.00,$3782.40,$9000.00,$1800.00,$17898.00,$45320.15,$9064.03,5.0,$98.00,15.0,186000.0
toyota_camry_2009_3000.0_153,https://www.facebook.com/marketplace/item/1032537802177805/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,39.62,0.6062417333333333,$9093.63,toyota,camry,2009,$3000.00,101000,0.797916667,$1771.47,2025-05-17,$390.00,$1228.53,$245.71,$1771.47,$9576.00,$1915.20,$1.52,8.4,$25273.60,$5054.72,$9000.00,$1800.00,$3000.00,$45468.13,$9093.63,5.0,$95.00,17.0,199000.0
toyota_corolla_2014_12000.0_222,https://www.facebook.com/marketplace/item/1602900410398204/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,39.41,0.6083055999999999,$9124.58,toyota,corolla,2014,$12000.00,123000,0.8025,$7085.88,2025-05-17,$1560.00,$4914.12,$982.82,$7085.88,$7752.00,$1550.40,$1.52,6.8,$22396.80,$4479.36,$9000.00,$1800.00,$12000.00,$45622.92,$9124.58,5.0,$98.00,18.0,177000.0
honda_civic_2017_16800.0_169,https://www.facebook.com/marketplace/item/2131427450627290/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,39.16,0.61093024,$9163.95,honda,civic,2017,$16800.00,90000,0.83375,$9920.23,2025-05-17,$2184.00,$6879.77,$1375.95,$9920.23,$8208.00,$1641.60,$1.52,7.2,$19548.00,$3909.60,$9000.00,$1800.00,$16800.00,$45819.77,$9163.95,5.0,$98.00,15.0,210000.0
honda_civic_2011_280.0_204,https://www.facebook.com/marketplace/item/999686498231777/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,39.14,0.6110381706666667,$9165.57,honda,civic,2011,$280.00,123000,0.808333333,$165.34,2025-05-17,$36.40,$114.66,$22.93,$165.34,$8208.00,$1641.60,$1.52,7.2,$28468.80,$5693.76,$9000.00,$1800.00,$280.00,$45827.86,$9165.57,5.0,$95.00,16.0,177000.0
honda_cr v_2015_16000.0_178,https://www.facebook.com/marketplace/item/630649839929401/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,37.86,0.6237834666666667,$9356.75,honda,cr v,2015,$16000.00,73000,0.807916667,$9447.84,2025-05-17,$2080.00,$6552.16,$1310.43,$9447.84,$9006.00,$1801.20,$1.52,7.9,$20145.60,$4029.12,$9000.00,$1800.00,$16000.00,$46783.76,$9356.75,5.0,$97.00,17.0,227000.0
honda_civic_2019_11888.0_192,https://www.facebook.com/marketplace/item/578922328565775/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,37.6,0.6265719317333334,$9398.58,honda,civic,2019,$11888.00,179000,0.854166667,$7019.75,2025-05-17,$1545.44,$4868.25,$973.65,$7019.75,$8208.00,$1641.60,$1.52,7.2,$23371.20,$4674.24,$9000.00,$1800.00,$11888.00,$46992.89,$9398.58,5.0,N/A,7.0,121000.0
hyundai_elantra_2019_15900.0_31,https://www.facebook.com/marketplace/item/1410561406806722/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,37.41,0.6281361200000001,$9422.04,hyundai,elantra,2019,$15900.00,86000,0.75,$9388.79,2025-05-17,$2067.00,$6511.21,$1302.24,$9388.79,$10260.00,$2052.00,$1.52,9.0,$19272.00,$3854.40,$9000.00,$1800.00,$15900.00,$47110.21,$9422.04,5.0,N/A,12.0,214000.0
mazda_mazda3_2018_12999.0_61,https://www.facebook.com/marketplace/item/1212793816907736/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,37.35,0.6289958732000002,$9434.94,mazda,mazda3,2018,$12999.00,124000,0.817083333,$7675.78,2025-05-17,$1689.87,$5323.22,$1064.64,$7675.78,$10260.00,$2052.00,$1.52,9.0,$20901.60,$4180.32,$9000.00,$1800.00,$12999.00,$47174.69,$9434.94,5.0,$78.00,7.0,176000.0
honda_civic_2019_19000.0_254,https://www.facebook.com/marketplace/item/939729004630746/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,37.24,0.6302118666666666,$9453.18,honda,civic,2019,$19000.00,124000,0.854166667,$11219.31,2025-05-17,$2470.00,$7780.69,$1556.14,$11219.31,$8208.00,$1641.60,$1.52,7.2,$19807.20,$3961.44,$9000.00,$1800.00,$19000.00,$47265.89,$9453.18,5.0,N/A,7.0,176000.0
honda_civic_2017_13999.0_162,https://www.facebook.com/marketplace/item/1592374361444163/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,37.14,0.6311013398666666,$9466.52,honda,civic,2017,$13999.00,132000,0.83375,$8266.27,2025-05-17,$1819.87,$5732.73,$1146.55,$8266.27,$8208.00,$1641.60,$1.52,7.2,$22572.00,$4514.40,$9000.00,$1800.00,$13999.00,$47332.60,$9466.52,5.0,$98.00,15.0,168000.0
toyota_prius_2010_11965.0_216,https://www.facebook.com/marketplace/item/881069030135934/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,36.85,0.6339098286666667,$9508.65,toyota,prius,2010,$11965.00,90000,0.812916667,$7065.21,2025-05-17,$1555.45,$4899.79,$979.96,$7065.21,$8664.00,$1732.80,$1.52,7.6,$23424.00,$4684.80,$9000.00,$1800.00,$11965.00,$47543.24,$9508.65,5.0,$98.00,17.0,210000.0
honda_fit_2014_13999.0_88,https://www.facebook.com/marketplace/item/1037069694459988/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,36.76,0.6347813398666666,$9521.72,honda,fit,2014,$13999.00,85000,0.8025,$8266.27,2025-05-17,$1819.87,$5732.73,$1146.55,$8266.27,$9006.00,$1801.20,$1.52,7.9,$22050.00,$4410.00,$9000.00,$1800.00,$13999.00,$47608.60,$9521.72,5.0,$98.00,18.0,215000.0
honda_civic_2017_17500.0_285,https://www.facebook.com/marketplace/item/946925290544833/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,36.73,0.6351656666666667,$9527.49,honda,civic,2017,$17500.00,110000,0.83375,$10333.58,2025-05-17,$2275.00,$7166.42,$1433.28,$10333.58,$8208.00,$1641.60,$1.52,7.2,$20988.00,$4197.60,$9000.00,$1800.00,$17500.00,$47637.43,$9527.49,5.0,$98.00,15.0,190000.0
toyota_corolla_2015_9650.0_97,https://www.facebook.com/marketplace/item/8816304251805669/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,36.58,0.6366702866666667,$9550.05,toyota,corolla,2015,$9650.00,185000,0.812916667,$5698.23,2025-05-17,$1254.50,$3951.77,$790.35,$5698.23,$7752.00,$1550.40,$1.52,6.8,$25792.00,$5158.40,$9000.00,$1800.00,$9650.00,$47750.27,$9550.05,5.0,$98.00,17.0,115000.0
honda_civic_2018_19028.0_182,https://www.facebook.com/marketplace/item/2163302707454608/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,36.58,0.6367972837333333,$9551.96,honda,civic,2018,$19028.00,115000,0.875416667,$11235.84,2025-05-17,$2473.64,$7792.16,$1558.43,$11235.84,$8208.00,$1641.60,$1.52,7.2,$20286.00,$4057.20,$9000.00,$1800.00,$19028.00,$47759.80,$9551.96,5.0,$98.00,11.0,185000.0
honda_civic_2017_13499.0_231,https://www.facebook.com/marketplace/item/618216937902897/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,35.96,0.6428646065333334,$9642.97,honda,civic,2017,$13499.00,148000,0.83375,$7971.02,2025-05-17,$1754.87,$5527.98,$1105.60,$7971.02,$8208.00,$1641.60,$1.52,7.2,$23724.00,$4744.80,$9000.00,$1800.00,$13499.00,$48214.85,$9642.97,5.0,$98.00,15.0,152000.0
toyota_corolla_2015_11000.0_66,https://www.facebook.com/marketplace/item/1233811231510187/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,35.89,0.6435654666666667,$9653.48,toyota,corolla,2015,$11000.00,182000,0.812916667,$6495.39,2025-05-17,$1430.00,$4504.61,$900.92,$6495.39,$7752.00,$1550.40,$1.52,6.8,$25580.80,$5116.16,$9000.00,$1800.00,$11000.00,$48267.41,$9653.48,5.0,$98.00,17.0,118000.0
honda_civic_2016_15995.0_112,https://www.facebook.com/marketplace/item/669660936032877/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,35.7,0.6453154993333333,$9679.73,honda,civic,2016,$15995.00,117000,0.76875,$9444.89,2025-05-17,$2079.35,$6550.11,$1310.02,$9444.89,$8208.00,$1641.60,$1.52,7.2,$22561.20,$4512.24,$9000.00,$1800.00,$15995.00,$48398.66,$9679.73,5.0,$85.00,15.0,183000.0
honda_civic_2009_1800.0_252,https://www.facebook.com/marketplace/item/938423987796672/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,35.39,0.6483722400000002,$9725.58,honda,civic,2009,$1800.00,121000,0.773333333,$1062.88,2025-05-17,$234.00,$737.12,$147.42,$1062.88,$8208.00,$1641.60,$1.52,7.2,$30448.80,$6089.76,$9000.00,$1800.00,$1800.00,$48627.92,$9725.58,5.0,$88.00,16.0,179000.0
toyota_yaris_2009_6088.0_49,https://www.facebook.com/marketplace/item/546264654971335/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,35.26,0.6497458250666666,$9746.19,toyota,yaris,2009,$6088.00,129000,0.797916667,$3594.90,2025-05-17,$791.44,$2493.10,$498.62,$3594.90,$8664.00,$1732.80,$1.52,7.6,$27782.40,$5556.48,$9000.00,$1800.00,$6088.00,$48730.94,$9746.19,5.0,$95.00,17.0,171000.0
toyota_yaris_2009_5988.0_221,https://www.facebook.com/marketplace/item/1419371202567545/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,35.22,0.6502211450666667,$9753.32,toyota,yaris,2009,$5988.00,130000,0.797916667,$3535.85,2025-05-17,$778.44,$2452.15,$490.43,$3535.85,$8664.00,$1732.80,$1.52,7.6,$27872.00,$5574.40,$9000.00,$1800.00,$5988.00,$48766.59,$9753.32,5.0,$95.00,17.0,170000.0
toyota_yaris_2010_3350.0_304,https://www.facebook.com/marketplace/item/1016149810146158/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,34.64,0.6560341133333333,$9840.51,toyota,yaris,2010,$3350.00,163000,0.797916667,$1978.14,2025-05-17,$435.50,$1371.86,$274.37,$1978.14,$8664.00,$1732.80,$1.52,7.6,$29731.20,$5946.24,$9000.00,$1800.00,$3350.00,$49202.56,$9840.51,5.0,$95.00,17.0,137000.0
ford_mustang_2008_9000.0_240,https://www.facebook.com/marketplace/item/592051463305233/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,34.6,0.656302,$9844.53,ford,mustang,2008,$9000.00,1700,0.783333333,$5314.41,2025-05-17,$1170.00,$3685.59,$737.12,$5314.41,$13110.00,$2622.00,$1.52,11.5,$22257.06,$4451.41,$9000.00,$1800.00,$9000.00,$49222.65,$9844.53,5.0,$90.00,16.0,298300.0
toyota_camry_2017_16700.0_275,https://www.facebook.com/marketplace/item/1118885870002876/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,34.58,0.6566642266666666,$9849.96,toyota,camry,2017,$16700.00,157000,0.81875,$9861.18,2025-05-17,$2171.00,$6838.82,$1367.76,$9861.18,$9576.00,$1915.20,$1.52,8.4,$21664.00,$4332.80,$9000.00,$1800.00,$16700.00,$49249.82,$9849.96,5.0,$95.00,15.0,143000.0
honda_civic_2015_17500.0_159,https://www.facebook.com/marketplace/item/1273310407556339/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,34.47,0.6577256666666667,$9865.89,honda,civic,2015,$17500.00,105000,0.797916667,$10333.58,2025-05-17,$2275.00,$7166.42,$1433.28,$10333.58,$8208.00,$1641.60,$1.52,7.2,$22680.00,$4536.00,$9000.00,$1800.00,$17500.00,$49329.43,$9865.89,5.0,$95.00,17.0,195000.0
toyota_yaris_2012_7400.0_6,https://www.facebook.com/marketplace/item/2407585056281848/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,34.43,0.6580316533333334,$9870.47,toyota,yaris,2012,$7400.00,165000,0.7875,$4369.63,2025-05-17,$962.00,$3030.37,$606.07,$4369.63,$8664.00,$1732.80,$1.52,7.6,$27696.00,$5539.20,$9000.00,$1800.00,$7400.00,$49352.37,$9870.47,5.0,$95.00,18.0,135000.0
honda_civic_2019_14999.0_248,https://www.facebook.com/marketplace/item/1320876725650388/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,34.32,0.6593188065333333,$9889.78,honda,civic,2019,$14999.00,191000,0.854166667,$8856.76,2025-05-17,$1949.87,$6142.24,$1228.45,$8856.76,$8208.00,$1641.60,$1.52,7.2,$24148.80,$4829.76,$9000.00,$1800.00,$14999.00,$49448.91,$9889.78,5.0,N/A,7.0,109000.0
honda_civic_2017_15500.0_20,https://www.facebook.com/marketplace/item/988142703305104/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,33.76,0.6649387333333334,$9974.08,honda,civic,2017,$15500.00,156000,0.83375,$9152.60,2025-05-17,$2015.00,$6347.40,$1269.48,$9152.60,$8208.00,$1641.60,$1.52,7.2,$24300.00,$4860.00,$9000.00,$1800.00,$15500.00,$49870.41,$9974.08,5.0,$98.00,15.0,144000.0
toyota_corolla_2016_12990.0_170,https://www.facebook.com/marketplace/item/2527752380900036/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,33.41,0.668419132,$10026.29,toyota,corolla,2016,$12990.00,211000,0.823333333,$7670.47,2025-05-17,$1688.70,$5319.53,$1063.91,$7670.47,$7752.00,$1550.40,$1.52,6.8,$26371.20,$5274.24,$9000.00,$1800.00,$12990.00,$50131.43,$10026.29,5.0,$98.00,16.0,89000.0
honda_civic_2016_11350.0_55,https://www.facebook.com/marketplace/item/2965012147005821/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,33.4,0.6683498466666666,$10025.25,honda,civic,2016,$11350.00,173000,0.76875,$6702.06,2025-05-17,$1475.50,$4647.94,$929.59,$6702.06,$8208.00,$1641.60,$1.52,7.2,$26794.80,$5358.96,$9000.00,$1800.00,$11350.00,$50126.24,$10025.25,5.0,$85.00,15.0,127000.0
toyota_camry_2015_15500.0_179,https://www.facebook.com/marketplace/item/1138197534660635/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,33.22,0.6702187333333333,$10053.28,toyota,camry,2015,$15500.00,150000,0.797916667,$9152.60,2025-05-17,$2015.00,$6347.40,$1269.48,$9152.60,$9576.00,$1915.20,$1.52,8.4,$23328.00,$4665.60,$9000.00,$1800.00,$15500.00,$50266.40,$10053.28,5.0,$95.00,17.0,150000.0
mazda_mazda6_2013_7200.0_19,https://www.facebook.com/marketplace/item/1097533809060809/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,33.16,0.67060896,$10059.13,mazda,mazda6,2013,$7200.00,133000,0.7525,$4251.53,2025-05-17,$936.00,$2948.47,$589.69,$4251.53,$10260.00,$2052.00,$1.52,9.0,$27151.20,$5430.24,$9000.00,$1800.00,$7200.00,$50295.67,$10059.13,5.0,$88.00,18.0,167000.0
honda_civic_2011_4250.0_25,https://www.facebook.com/marketplace/item/1622226451805202/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,33.04,0.6720442333333334,$10080.66,honda,civic,2011,$4250.00,149000,0.808333333,$2509.58,2025-05-17,$552.50,$1740.42,$348.08,$2509.58,$8208.00,$1641.60,$1.52,7.2,$30902.40,$6180.48,$9000.00,$1800.00,$4250.00,$50403.32,$10080.66,5.0,$95.00,16.0,151000.0
toyota_corolla_2017_11200.0_43,https://www.facebook.com/marketplace/item/1215833803317476/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,32.95,0.6729934933333334,$10094.90,toyota,corolla,2017,$11200.00,251000,0.83375,$6613.49,2025-05-17,$1456.00,$4586.51,$917.30,$6613.49,$7752.00,$1550.40,$1.52,6.8,$27680.00,$5536.00,$9000.00,$1800.00,$11200.00,$50474.51,$10094.90,5.0,$98.00,15.0,49000.0
honda_civic_2017_11499.0_98,https://www.facebook.com/marketplace/item/545551211945032/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,32.6,0.6764776732000001,$10147.17,honda,civic,2017,$11499.00,198000,0.83375,$6790.04,2025-05-17,$1494.87,$4708.96,$941.79,$6790.04,$8208.00,$1641.60,$1.52,7.2,$27324.00,$5464.80,$9000.00,$1800.00,$11499.00,$50735.83,$10147.17,5.0,$98.00,15.0,102000.0
honda_civic_2012_9500.0_3,https://www.facebook.com/marketplace/item/1370394544184248/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,32.03,0.6820179333333334,$10230.27,honda,civic,2012,$9500.00,139000,0.777083333,$5609.65,2025-05-17,$1235.00,$3890.35,$778.07,$5609.65,$8208.00,$1641.60,$1.52,7.2,$28818.00,$5763.60,$9000.00,$1800.00,$9500.00,$51151.35,$10230.27,5.0,$95.00,19.0,161000.0
hyundai_elantra_2019_11999.0_58,https://www.facebook.com/marketplace/item/671547399019606/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,31.96,0.6826344065333333,$10239.52,hyundai,elantra,2019,$11999.00,172000,0.75,$7085.29,2025-05-17,$1559.87,$4913.71,$982.74,$7085.29,$10260.00,$2052.00,$1.52,9.0,$25464.00,$5092.80,$9000.00,$1800.00,$11999.00,$51197.58,$10239.52,5.0,N/A,12.0,128000.0
honda_accord_2011_10500.0_226,https://www.facebook.com/marketplace/item/1125933612912100/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,31.9,0.6833714,$10250.57,honda,accord,2011,$10500.00,105000,0.7925,$6200.15,2025-05-17,$1365.00,$4299.85,$859.97,$6200.15,$9804.00,$1960.80,$1.52,8.6,$26784.00,$5356.80,$9000.00,$1800.00,$10500.00,$51252.86,$10250.57,5.0,$96.00,18.0,195000.0
honda_accord_2018_12995.0_81,https://www.facebook.com/marketplace/item/704507898832012/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,31.87,0.6839910993333334,$10259.87,honda,accord,2018,$12995.00,191000,0.912083333,$7673.42,2025-05-17,$1689.35,$5321.58,$1064.32,$7673.42,$9804.00,$1960.80,$1.52,8.6,$25484.40,$5096.88,$9000.00,$1800.00,$12995.00,$51299.33,$10259.87,5.0,$97.00,7.0,109000.0
mazda_mazda3_2010_6700.0_122,https://www.facebook.com/marketplace/item/567346853067909/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,31.87,0.6835722266666666,$10253.58,mazda,mazda3,2010,$6700.00,111000,0.773333333,$3956.28,2025-05-17,$871.00,$2743.72,$548.74,$3956.28,$10260.00,$2052.00,$1.52,9.0,$28393.20,$5678.64,$9000.00,$1800.00,$6700.00,$51267.92,$10253.58,5.0,$88.00,16.0,189000.0
